# Thermal Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 T_phot (K) 	 L_phot (erg/s) 	 R_phot (cm/c) 	 shell_index

20.1997 	 8.06003 	 3.45067e-05 	 5.95128e+07 	 3.29803e+47 	 12.1397 	 806
20.2407 	 8.07003 	 3.46535e-05 	 5.93782e+07 	 3.29057e+47 	 12.1706 	 807
20.2821 	 8.08003 	 3.48027e-05 	 5.92423e+07 	 3.28304e+47 	 12.2021 	 808
20.324 	 8.09003 	 3.49544e-05 	 5.91051e+07 	 3.27543e+47 	 12.2339 	 809
20.3663 	 8.10003 	 3.51085e-05 	 5.89665e+07 	 3.26776e+47 	 12.2663 	 810
20.4091 	 8.11003 	 3.52651e-05 	 5.88267e+07 	 3.26001e+47 	 12.2991 	 811
20.4524 	 8.12004 	 3.54242e-05 	 5.86857e+07 	 3.25219e+47 	 12.3323 	 812
20.4961 	 8.13004 	 3.55858e-05 	 5.85434e+07 	 3.24431e+47 	 12.366 	 813
20.5403 	 8.14003 	 3.57499e-05 	 5.84e+07 	 3.23636e+47 	 12.4002 	 814
20.5849 	 8.15004 	 3.59165e-05 	 5.82553e+07 	 3.22835e+47 	 12.4349 	 815
20.63 	 8.16004 	 3.60856e-05 	 5.81096e+07 	 3.22027e+47 	 12.47 	 816
20.6756 	 8.17004 	 3.62572e-05 	 5.79627e+07 	 3.21213e+47 	 12.5055 	 817
20.7216 	 8.18004 	 3.64315e-05 	 5.78147e+07 	 3.20393e+47 	 12.5415 	 818
20.7681 	 8.19004 	 3.66082e-05 	 5.76656e+07 	 3.19566e+47 	 12.578 	 819
20.815 	 8.20004 	 3.67876e-05 	 5.75155e+07 	 3.18735e+47 	 12.615 	 820
20.8624 	 8.21004 	 3.69696e-05 	 5.73644e+07 	 3.17897e+47 	 12.6524 	 821
20.9103 	 8.22004 	 3.71541e-05 	 5.72122e+07 	 3.17054e+47 	 12.6902 	 822
20.9586 	 8.23004 	 3.73413e-05 	 5.70591e+07 	 3.16205e+47 	 12.7285 	 823
21.0074 	 8.24004 	 3.75312e-05 	 5.69049e+07 	 3.15351e+47 	 12.7673 	 824
21.0566 	 8.25004 	 3.77236e-05 	 5.67499e+07 	 3.14492e+47 	 12.8066 	 825
21.1063 	 8.26004 	 3.79188e-05 	 5.65939e+07 	 3.13627e+47 	 12.8463 	 826
21.1565 	 8.27004 	 3.81167e-05 	 5.64371e+07 	 3.12758e+47 	 12.8865 	 827
21.2071 	 8.28004 	 3.83172e-05 	 5.62793e+07 	 3.11884e+47 	 12.9271 	 828
21.2583 	 8.29004 	 3.85205e-05 	 5.61207e+07 	 3.11005e+47 	 12.9682 	 829
21.3098 	 8.30004 	 3.87265e-05 	 5.59613e+07 	 3.10122e+47 	 13.0098 	 830
21.3619 	 8.31004 	 3.89353e-05 	 5.5801e+07 	 3.09233e+47 	 13.0518 	 831
21.4144 	 8.32004 	 3.91469e-05 	 5.564e+07 	 3.08341e+47 	 13.0943 	 832
21.4674 	 8.33004 	 3.93613e-05 	 5.54782e+07 	 3.07444e+47 	 13.1373 	 833
21.5208 	 8.34004 	 3.95785e-05 	 5.53156e+07 	 3.06543e+47 	 13.1808 	 834
21.5747 	 8.35004 	 3.97985e-05 	 5.51523e+07 	 3.05638e+47 	 13.2247 	 835
21.6291 	 8.36004 	 4.00214e-05 	 5.49883e+07 	 3.04729e+47 	 13.2691 	 836
21.684 	 8.37004 	 4.02471e-05 	 5.48235e+07 	 3.03816e+47 	 13.3139 	 837
21.7393 	 8.38004 	 4.04758e-05 	 5.46581e+07 	 3.029e+47 	 13.3593 	 838
21.7951 	 8.39004 	 4.07074e-05 	 5.44921e+07 	 3.0198e+47 	 13.4051 	 839
21.8514 	 8.40004 	 4.09419e-05 	 5.43254e+07 	 3.01056e+47 	 13.4513 	 840
21.9081 	 8.41004 	 4.11794e-05 	 5.41581e+07 	 3.00129e+47 	 13.4981 	 841
21.9654 	 8.42004 	 4.14199e-05 	 5.39901e+07 	 2.99198e+47 	 13.5453 	 842
22.0231 	 8.43004 	 4.16633e-05 	 5.38216e+07 	 2.98264e+47 	 13.5931 	 843
22.0813 	 8.44004 	 4.19099e-05 	 5.36525e+07 	 2.97327e+47 	 13.6413 	 844
22.14 	 8.45004 	 4.21594e-05 	 5.34829e+07 	 2.96387e+47 	 13.6899 	 845
22.1992 	 8.46004 	 4.24121e-05 	 5.33128e+07 	 2.95444e+47 	 13.7391 	 846
22.2588 	 8.47004 	 4.26678e-05 	 5.31421e+07 	 2.94498e+47 	 13.7888 	 847
22.3189 	 8.48004 	 4.29267e-05 	 5.29709e+07 	 2.9355e+47 	 13.8389 	 848
22.3796 	 8.49004 	 4.31888e-05 	 5.27993e+07 	 2.92598e+47 	 13.8895 	 849
22.4407 	 8.50004 	 4.3454e-05 	 5.26271e+07 	 2.91645e+47 	 13.9406 	 850
22.5023 	 8.51004 	 4.37224e-05 	 5.24546e+07 	 2.90688e+47 	 13.9922 	 851
22.5644 	 8.52004 	 4.39941e-05 	 5.22816e+07 	 2.8973e+47 	 14.0443 	 852
22.627 	 8.53004 	 4.4269e-05 	 5.21082e+07 	 2.88769e+47 	 14.0969 	 853
22.6901 	 8.54004 	 4.45472e-05 	 5.19343e+07 	 2.87805e+47 	 14.15 	 854
22.7537 	 8.55005 	 4.48288e-05 	 5.17601e+07 	 2.8684e+47 	 14.2036 	 855
22.8178 	 8.56005 	 4.51136e-05 	 5.15856e+07 	 2.85872e+47 	 14.2577 	 856
22.8823 	 8.57005 	 4.54019e-05 	 5.14106e+07 	 2.84903e+47 	 14.3123 	 857
22.9474 	 8.58005 	 4.56935e-05 	 5.12354e+07 	 2.83932e+47 	 14.3674 	 858
23.013 	 8.59005 	 4.59886e-05 	 5.10598e+07 	 2.82959e+47 	 14.423 	 859
23.0791 	 8.60005 	 4.62871e-05 	 5.08839e+07 	 2.81984e+47 	 14.4791 	 860
23.1457 	 8.61005 	 4.65892e-05 	 5.07077e+07 	 2.81007e+47 	 14.5357 	 861
23.2129 	 8.62005 	 4.68947e-05 	 5.05312e+07 	 2.80029e+47 	 14.5928 	 862
23.2805 	 8.63005 	 4.72038e-05 	 5.03544e+07 	 2.7905e+47 	 14.6505 	 863
23.3487 	 8.64005 	 4.75165e-05 	 5.01774e+07 	 2.78069e+47 	 14.7086 	 864
23.4173 	 8.65005 	 4.78328e-05 	 5.00002e+07 	 2.77087e+47 	 14.7673 	 865
23.4865 	 8.66005 	 4.81528e-05 	 4.98227e+07 	 2.76103e+47 	 14.8265 	 866
23.5562 	 8.67005 	 4.84764e-05 	 4.96451e+07 	 2.75119e+47 	 14.8862 	 867
23.6265 	 8.68005 	 4.88037e-05 	 4.94672e+07 	 2.74133e+47 	 14.9464 	 868
23.6972 	 8.69005 	 4.91348e-05 	 4.92891e+07 	 2.73146e+47 	 15.0072 	 869
23.7685 	 8.70005 	 4.94697e-05 	 4.91109e+07 	 2.72159e+47 	 15.0684 	 870
23.8403 	 8.71005 	 4.98084e-05 	 4.89325e+07 	 2.7117e+47 	 15.1303 	 871
23.9127 	 8.72005 	 5.0151e-05 	 4.8754e+07 	 2.70181e+47 	 15.1926 	 872
23.9855 	 8.73005 	 5.04974e-05 	 4.85753e+07 	 2.69191e+47 	 15.2555 	 873
24.059 	 8.74005 	 5.08478e-05 	 4.83965e+07 	 2.682e+47 	 15.3189 	 874
24.1329 	 8.75005 	 5.12021e-05 	 4.82176e+07 	 2.67208e+47 	 15.3829 	 875
24.2074 	 8.76005 	 5.15604e-05 	 4.80386e+07 	 2.66216e+47 	 15.4474 	 876
24.2825 	 8.77005 	 5.19228e-05 	 4.78595e+07 	 2.65224e+47 	 15.5124 	 877
24.3581 	 8.78005 	 5.22892e-05 	 4.76803e+07 	 2.64231e+47 	 15.578 	 878
24.4342 	 8.79005 	 5.26598e-05 	 4.75011e+07 	 2.63238e+47 	 15.6442 	 879
24.5109 	 8.80005 	 5.30345e-05 	 4.73218e+07 	 2.62244e+47 	 15.7109 	 880
24.5882 	 8.81005 	 5.34134e-05 	 4.71425e+07 	 2.6125e+47 	 15.7781 	 881
24.666 	 8.82005 	 5.37965e-05 	 4.69631e+07 	 2.60256e+47 	 15.8459 	 882
24.7443 	 8.83005 	 5.41839e-05 	 4.67837e+07 	 2.59262e+47 	 15.9143 	 883
24.8233 	 8.84005 	 5.45756e-05 	 4.66043e+07 	 2.58268e+47 	 15.9832 	 884
24.9028 	 8.85005 	 5.49717e-05 	 4.6425e+07 	 2.57274e+47 	 16.0527 	 885
24.9828 	 8.86006 	 5.53722e-05 	 4.62456e+07 	 2.5628e+47 	 16.1228 	 886
25.0635 	 8.87006 	 5.57771e-05 	 4.60662e+07 	 2.55286e+47 	 16.1934 	 887
25.1447 	 8.88006 	 5.61865e-05 	 4.58869e+07 	 2.54292e+47 	 16.2646 	 888
25.2265 	 8.89006 	 5.66004e-05 	 4.57076e+07 	 2.53299e+47 	 16.3364 	 889
25.3088 	 8.90006 	 5.70189e-05 	 4.55284e+07 	 2.52305e+47 	 16.4088 	 890
25.3918 	 8.91006 	 5.7442e-05 	 4.53492e+07 	 2.51312e+47 	 16.4817 	 891
25.4753 	 8.92006 	 5.78698e-05 	 4.51701e+07 	 2.5032e+47 	 16.5553 	 892
25.5594 	 8.93006 	 5.83023e-05 	 4.49911e+07 	 2.49328e+47 	 16.6294 	 893
25.6442 	 8.94006 	 5.87395e-05 	 4.48122e+07 	 2.48336e+47 	 16.7041 	 894
25.7295 	 8.95006 	 5.91816e-05 	 4.46334e+07 	 2.47345e+47 	 16.7794 	 895
25.8154 	 8.96006 	 5.96285e-05 	 4.44546e+07 	 2.46355e+47 	 16.8553 	 896
25.9019 	 8.97006 	 6.00803e-05 	 4.4276e+07 	 2.45365e+47 	 16.9318 	 897
25.989 	 8.98006 	 6.0537e-05 	 4.40975e+07 	 2.44376e+47 	 17.009 	 898
26.0767 	 8.99006 	 6.09988e-05 	 4.39192e+07 	 2.43388e+47 	 17.0867 	 899
26.1651 	 9.00006 	 6.14656e-05 	 4.3741e+07 	 2.424e+47 	 17.165 	 900
26.254 	 9.01006 	 6.19375e-05 	 4.35629e+07 	 2.41413e+47 	 17.244 	 901
26.3436 	 9.02006 	 6.24145e-05 	 4.3385e+07 	 2.40428e+47 	 17.3235 	 902
26.4338 	 9.03006 	 6.28968e-05 	 4.32073e+07 	 2.39443e+47 	 17.4037 	 903
26.5246 	 9.04006 	 6.33843e-05 	 4.30297e+07 	 2.38459e+47 	 17.4845 	 904
26.616 	 9.05006 	 6.38771e-05 	 4.28524e+07 	 2.37476e+47 	 17.566 	 905
26.7081 	 9.06006 	 6.43753e-05 	 4.26752e+07 	 2.36494e+47 	 17.648 	 906
26.8008 	 9.07006 	 6.48789e-05 	 4.24982e+07 	 2.35513e+47 	 17.7308 	 907
26.8942 	 9.08006 	 6.5388e-05 	 4.23214e+07 	 2.34533e+47 	 17.8141 	 908
26.9882 	 9.09007 	 6.59026e-05 	 4.21448e+07 	 2.33555e+47 	 17.8981 	 909
27.0828 	 9.10007 	 6.64228e-05 	 4.19685e+07 	 2.32577e+47 	 17.9827 	 910
27.1781 	 9.11007 	 6.69487e-05 	 4.17923e+07 	 2.31601e+47 	 18.068 	 911
27.274 	 9.12007 	 6.74802e-05 	 4.16164e+07 	 2.30626e+47 	 18.1539 	 912
27.3706 	 9.13007 	 6.80175e-05 	 4.14408e+07 	 2.29653e+47 	 18.2405 	 913
27.4678 	 9.14007 	 6.85607e-05 	 4.12654e+07 	 2.28681e+47 	 18.3278 	 914
27.5658 	 9.15007 	 6.91097e-05 	 4.10902e+07 	 2.2771e+47 	 18.4157 	 915
27.6644 	 9.16007 	 6.96646e-05 	 4.09153e+07 	 2.26741e+47 	 18.5043 	 916
27.7636 	 9.17007 	 7.02256e-05 	 4.07407e+07 	 2.25773e+47 	 18.5935 	 917
27.8635 	 9.18007 	 7.07926e-05 	 4.05663e+07 	 2.24807e+47 	 18.6835 	 918
27.9642 	 9.19007 	 7.13657e-05 	 4.03922e+07 	 2.23842e+47 	 18.7741 	 919
28.0655 	 9.20007 	 7.19451e-05 	 4.02184e+07 	 2.22879e+47 	 18.8654 	 920
28.1674 	 9.21007 	 7.25307e-05 	 4.00449e+07 	 2.21918e+47 	 18.9574 	 921
28.2701 	 9.22007 	 7.31226e-05 	 3.98717e+07 	 2.20958e+47 	 19.05 	 922
28.3735 	 9.23007 	 7.37209e-05 	 3.96988e+07 	 2.19999e+47 	 19.1434 	 923
28.4776 	 9.24007 	 7.43257e-05 	 3.95262e+07 	 2.19043e+47 	 19.2375 	 924
28.5823 	 9.25007 	 7.4937e-05 	 3.93539e+07 	 2.18088e+47 	 19.3323 	 925
28.6878 	 9.26008 	 7.55549e-05 	 3.91819e+07 	 2.17135e+47 	 19.4277 	 926
28.794 	 9.27007 	 7.61794e-05 	 3.90103e+07 	 2.16184e+47 	 19.5239 	 927
28.9009 	 9.28008 	 7.68107e-05 	 3.88389e+07 	 2.15234e+47 	 19.6209 	 928
29.0086 	 9.29008 	 7.74488e-05 	 3.86679e+07 	 2.14287e+47 	 19.7185 	 929
29.1169 	 9.30008 	 7.80938e-05 	 3.84973e+07 	 2.13341e+47 	 19.8169 	 930
29.226 	 9.31008 	 7.87457e-05 	 3.8327e+07 	 2.12397e+47 	 19.9159 	 931
29.3359 	 9.32008 	 7.94046e-05 	 3.8157e+07 	 2.11455e+47 	 20.0158 	 932
29.4464 	 9.33008 	 8.00707e-05 	 3.79874e+07 	 2.10516e+47 	 20.1163 	 933
29.5577 	 9.34008 	 8.07438e-05 	 3.78182e+07 	 2.09578e+47 	 20.2176 	 934
29.6698 	 9.35008 	 8.14243e-05 	 3.76493e+07 	 2.08642e+47 	 20.3197 	 935
29.7826 	 9.36008 	 8.21121e-05 	 3.74808e+07 	 2.07708e+47 	 20.4225 	 936
29.8962 	 9.37008 	 8.28072e-05 	 3.73126e+07 	 2.06776e+47 	 20.5261 	 937
30.0105 	 9.38008 	 8.35099e-05 	 3.71449e+07 	 2.05846e+47 	 20.6304 	 938
30.1256 	 9.39008 	 8.42201e-05 	 3.69775e+07 	 2.04919e+47 	 20.7355 	 939
30.2414 	 9.40009 	 8.4938e-05 	 3.68105e+07 	 2.03993e+47 	 20.8414 	 940
30.3581 	 9.41009 	 8.56636e-05 	 3.66438e+07 	 2.0307e+47 	 20.948 	 941
30.4755 	 9.42009 	 8.6397e-05 	 3.64776e+07 	 2.02149e+47 	 21.0554 	 942
30.5937 	 9.43009 	 8.71382e-05 	 3.63118e+07 	 2.0123e+47 	 21.1636 	 943
30.7127 	 9.44009 	 8.78875e-05 	 3.61464e+07 	 2.00313e+47 	 21.2726 	 944
30.8325 	 9.45009 	 8.86448e-05 	 3.59813e+07 	 1.99398e+47 	 21.3824 	 945
30.9531 	 9.46009 	 8.94103e-05 	 3.58167e+07 	 1.98486e+47 	 21.493 	 946
31.0745 	 9.47009 	 9.0184e-05 	 3.56525e+07 	 1.97576e+47 	 21.6044 	 947
31.1967 	 9.48009 	 9.0966e-05 	 3.54887e+07 	 1.96668e+47 	 21.7166 	 948
31.3197 	 9.49009 	 9.17564e-05 	 3.53253e+07 	 1.95763e+47 	 21.8297 	 949
31.4436 	 9.50009 	 9.25554e-05 	 3.51624e+07 	 1.9486e+47 	 21.9435 	 950
31.5683 	 9.51009 	 9.33629e-05 	 3.49998e+07 	 1.93959e+47 	 22.0582 	 951
31.6938 	 9.52009 	 9.41791e-05 	 3.48377e+07 	 1.93061e+47 	 22.1737 	 952
31.8201 	 9.53009 	 9.50041e-05 	 3.46761e+07 	 1.92165e+47 	 22.29 	 953
31.9473 	 9.5401 	 9.5838e-05 	 3.45148e+07 	 1.91271e+47 	 22.4072 	 954
32.0753 	 9.5501 	 9.66809e-05 	 3.4354e+07 	 1.9038e+47 	 22.5252 	 955
32.2042 	 9.5601 	 9.75328e-05 	 3.41936e+07 	 1.89491e+47 	 22.6441 	 956
32.334 	 9.5701 	 9.83939e-05 	 3.40337e+07 	 1.88605e+47 	 22.7639 	 957
32.4646 	 9.5801 	 9.92643e-05 	 3.38742e+07 	 1.87721e+47 	 22.8845 	 958
32.596 	 9.5901 	 0.000100144 	 3.37152e+07 	 1.8684e+47 	 23.0059 	 959
32.7284 	 9.6001 	 0.000101033 	 3.35566e+07 	 1.85961e+47 	 23.1283 	 960
32.8616 	 9.6101 	 0.000101932 	 3.33985e+07 	 1.85085e+47 	 23.2515 	 961
32.9957 	 9.6201 	 0.00010284 	 3.32408e+07 	 1.84211e+47 	 23.3756 	 962
33.1307 	 9.6301 	 0.000103759 	 3.30836e+07 	 1.8334e+47 	 23.5006 	 963
33.2666 	 9.6401 	 0.000104687 	 3.29268e+07 	 1.82471e+47 	 23.6265 	 964
33.4034 	 9.6501 	 0.000105625 	 3.27705e+07 	 1.81605e+47 	 23.7533 	 965
33.5412 	 9.6601 	 0.000106573 	 3.26147e+07 	 1.80741e+47 	 23.8811 	 966
33.6798 	 9.67011 	 0.000107532 	 3.24593e+07 	 1.7988e+47 	 24.0097 	 967
33.8194 	 9.68011 	 0.0001085 	 3.23044e+07 	 1.79022e+47 	 24.1392 	 968
33.9598 	 9.69011 	 0.00010948 	 3.215e+07 	 1.78166e+47 	 24.2697 	 969
34.1012 	 9.70011 	 0.000110469 	 3.19961e+07 	 1.77313e+47 	 24.4011 	 970
34.2436 	 9.71011 	 0.00011147 	 3.18426e+07 	 1.76463e+47 	 24.5335 	 971
34.3869 	 9.72011 	 0.000112481 	 3.16896e+07 	 1.75615e+47 	 24.6668 	 972
34.5312 	 9.73011 	 0.000113503 	 3.15371e+07 	 1.74769e+47 	 24.801 	 973
34.6764 	 9.74012 	 0.000114536 	 3.1385e+07 	 1.73927e+47 	 24.9362 	 974
34.8225 	 9.75012 	 0.000115581 	 3.12335e+07 	 1.73087e+47 	 25.0724 	 975
34.9697 	 9.76012 	 0.000116636 	 3.10824e+07 	 1.7225e+47 	 25.2096 	 976
35.1178 	 9.77012 	 0.000117703 	 3.09318e+07 	 1.71415e+47 	 25.3477 	 977
35.2669 	 9.78012 	 0.000118782 	 3.07817e+07 	 1.70583e+47 	 25.4868 	 978
35.417 	 9.79012 	 0.000119872 	 3.06321e+07 	 1.69754e+47 	 25.6269 	 979
35.5681 	 9.80012 	 0.000120974 	 3.04829e+07 	 1.68928e+47 	 25.768 	 980
35.7202 	 9.81012 	 0.000122088 	 3.03343e+07 	 1.68104e+47 	 25.91 	 981
35.8733 	 9.82012 	 0.000123214 	 3.01861e+07 	 1.67283e+47 	 26.0532 	 982
36.0274 	 9.83012 	 0.000124352 	 3.00385e+07 	 1.66465e+47 	 26.1973 	 983
36.1825 	 9.84012 	 0.000125502 	 2.98913e+07 	 1.65649e+47 	 26.3424 	 984
36.3387 	 9.85012 	 0.000126665 	 2.97447e+07 	 1.64836e+47 	 26.4886 	 985
36.4959 	 9.86013 	 0.00012784 	 2.95985e+07 	 1.64026e+47 	 26.6358 	 986
36.6542 	 9.87013 	 0.000129028 	 2.94528e+07 	 1.63219e+47 	 26.784 	 987
36.8135 	 9.88013 	 0.000130229 	 2.93077e+07 	 1.62415e+47 	 26.9333 	 988
36.9738 	 9.89013 	 0.000131443 	 2.9163e+07 	 1.61613e+47 	 27.0837 	 989
37.1352 	 9.90013 	 0.00013267 	 2.90188e+07 	 1.60814e+47 	 27.2351 	 990
37.2977 	 9.91013 	 0.000133911 	 2.88752e+07 	 1.60018e+47 	 27.3876 	 991
37.4613 	 9.92014 	 0.000135164 	 2.8732e+07 	 1.59224e+47 	 27.5412 	 992
37.626 	 9.93014 	 0.000136432 	 2.85893e+07 	 1.58434e+47 	 27.6958 	 993
37.7917 	 9.94014 	 0.000137713 	 2.84472e+07 	 1.57646e+47 	 27.8516 	 994
37.9586 	 9.95014 	 0.000139008 	 2.83055e+07 	 1.56861e+47 	 28.0084 	 995
38.1265 	 9.96014 	 0.000140317 	 2.81644e+07 	 1.56079e+47 	 28.1664 	 996
38.2956 	 9.97014 	 0.00014164 	 2.80237e+07 	 1.553e+47 	 28.3255 	 997
38.4658 	 9.98014 	 0.000142978 	 2.78836e+07 	 1.54523e+47 	 28.4857 	 998
38.6371 	 9.99014 	 0.00014433 	 2.7744e+07 	 1.53749e+47 	 28.647 	 999
